년월,영업장,구분,메뉴명_한글,메뉴명_영문,제공대상,주문건수,제공수량
Jan-15,힐튼,숲/샌드위치,후라이드 에그(2알),Fried Egg,VIP,132,158
Jan-15,힐튼,숲/샌드위치,전복죽&도너츠,Rice Porridge with Abalone & doughnut ,일반,1240,1262
Jan-15,힐튼,숲/샌드위치,세븐럭샌드위치&양송이스프,Seven Luck Sandwich & Mushroom Soup,일반,634,641
Jan-15,힐튼,라이스류,고등어구이정식(VIP),Set Menu with Grilled Mackerel,VIP,531,544
Jan-15,힐튼,라이스류,해물유산슬덮밥,"Rice with Stir-fried Seafood, Vegetables and Beef ",일반,1366,1367
Jan-15,힐튼,라이스류,오므라이스&양송이스프,Omelet Rice &  Mushroom Soup,일반,1239,1244
Jan-15,힐튼,라이스류,참치김치찌개,Tuna and Kimchi Stew,일반,1178,1181
Jan-15,힐튼,라이스류,전복&참치회(VIP),Fresh Sashimi (Tuna and Abalones),VIP,904,996
Jan-15,힐튼,라이스류,아욱국정식,Soybean Paste Soup with Curled Mallow(아욱국정식),일반,2112,2120
Jan-15,힐튼,라이스류,LA갈비&돈육김치찌개(VIP),Korean-style Grilled Beef Ribs & Tuna and Kimchi Stew,VIP,771,820
Jan-15,힐튼,라이스류,두부전골,Tofu Hot Pot,일반,2855,2861
Jan-15,힐튼,라이스류,새싹참치회덮밥,Rice with Sliced Raw Tuna,일반,1849,1855
Jan-15,힐튼,라이스류,굴국밥,Oyster Rice Soup(굴국밥),일반,2055,2075
Jan-15,힐튼,라이스류,나주곰탕,NaJu Beef Bone Soup(나주곰탕),일반,4605,4639
Jan-15,힐튼,라이스류,카레정식,Curry Special,일반,1607,1614
Jan-15,힐튼,면류,돈육볶음쌀국수,Pork Stir-Fried Rice Noodles,일반,2202,2210
Jan-15,힐튼,면류,해산물토마토스파게티,Spaghetti with Tomato Sauce,일반,927,937
Jan-15,힐튼,면류,해물라면,Seafood Ramen,일반,1964,1980
Jan-15,힐튼,면류,어묵우동&순대,Fish Cake Udon & Korean Sausage ,일반,828,831
Jan-15,힐튼,면류,떡만두국,Rice Cake and Dumpling Soup,일반,1086,1091
Jan-15,힐튼,VIP안주,계절과일(VIP용),Seasonal Fresh Fruits,VIP,2609,2974
Jan-15,힐튼,VIP안주,육포(VIP용),Beef Jerky,VIP,383,401
Jan-15,힐튼,VIP안주,반건조한치(VIP용),Half Dried Cuttlefish,VIP,394,449
Jan-15,힐튼,VIP안주,모둠치즈(VIP용),Assorted Cheese,VIP,227,232
Jan-15,힐튼,브랜디,헤네시XO온더락,,일반,13,14
Jan-15,힐튼,브랜디,헤네시XO워터,,일반,8,9
Jan-15,힐튼,브랜디,헤네시XO스트레이트,,일반,28,53
Jan-15,힐튼,브랜디,브랜디 온더락(싱글),,일반,4,5
Jan-15,힐튼,위스키,조니워커블루 온더락,,일반,57,98
Jan-15,힐튼,위스키,조니워커블루 워터,,일반,1,1
Jan-15,힐튼,위스키,발렌타인17년 워터,,일반,3,3
Jan-15,힐튼,위스키,발렌타인17년 스트레이트,,일반,11,12
Jan-15,힐튼,위스키,발렌타인30년 스트레이트,,VIP,7,23
Jan-15,힐튼,위스키,조니워커블루 스트레이트,,일반,87,134
Jan-15,힐튼,위스키,발렌타인17년 온더락,,일반,73,88
Jan-15,힐튼,위스키,발렌타인30년 워터,,VIP,24,24
Jan-15,힐튼,위스키,발렌타인30년 온더락,,VIP,111,140
Jan-15,힐튼,레드와인,레드와인,,일반,65,189
Jan-15,힐튼,화이트와인,화이트와인,,일반,19,57
Jan-15,힐튼,맥주,아사히,,일반,91,111
Jan-15,힐튼,맥주,버드와이저,,VIP,6,8
Jan-15,힐튼,맥주,생맥주,,VIP,4,871
Jan-15,힐튼,맥주,생맥주,,일반,1,300
Jan-15,힐튼,생과일주스,생과일주스(키위),,VIP,363,383
Jan-15,힐튼,생과일주스,생과일주스(토마토),,VIP,210,222
Jan-15,힐튼,생과일주스,생과일주스(인삼),,VIP,106,112
Jan-15,힐튼,생과일주스,생과일주스(오렌지),,VIP,164,167
Jan-15,힐튼,아이스크림,딸기아이스크림,,일반,87,104
Jan-15,힐튼,아이스크림,바닐라아이스크림,,일반,154,186
Jan-15,힐튼,아이스크림,녹차아이스크림,,일반,90,105
Jan-15,힐튼,아이스크림,초코아이스크림,,일반,60,70
Jan-15,힐튼,주류(일반용),레드와인,,일반,275,712
Jan-15,힐튼,주류(일반용),브랜디 스트레이트,,일반,15,30
Jan-15,힐튼,주류(일반용),잭다니엘 스트레이트,,일반,4,5
Jan-15,힐튼,주류(일반용),소주 스트레이트,,일반,3,9
Jan-15,힐튼,주류(일반용),화이트와인,,일반,114,128
Jan-15,힐튼,주류(일반용),소주 온더락,,일반,31,32
Jan-15,힐튼,주류(일반용),보드카 스트레이트,,일반,1,1
Jan-15,힐튼,주류(일반용),위스키스트레이트(더블),,일반,19,25
Jan-15,힐튼,주류(일반용),생맥주+믹스넛,,일반,56,419
Jan-15,힐튼,주류(일반용),위스키온더락(싱글),,일반,79,85
Jan-15,힐튼,주류(일반용),보드카 온더락,,일반,5,6
Jan-15,힐튼,주류(일반용),생맥주,,일반,1657,14894
Jan-15,힐튼,주류(일반용),위스키스트레이트(싱글),,일반,35,38
Jan-15,힐튼,주류(일반용),잭다니엘 온더락,,일반,22,25
Jan-15,힐튼,주류(일반용),위스키온더락(더블),,일반,100,116
Jan-15,힐튼,칵테일,보드카 토닉,,일반,11,11
Jan-15,힐튼,칵테일,럼 콕,,일반,2,2
Jan-15,힐튼,칵테일,캄파리 소다,,일반,4,6
Jan-15,힐튼,칵테일,마티니,MARTINI,일반,3,3
Jan-15,힐튼,칵테일,소주우롱워터,,일반,65,68
Jan-15,힐튼,칵테일,위스키 콕,,일반,25,30
Jan-15,힐튼,칵테일,위스키 워터(COLD),,일반,158,171
Jan-15,힐튼,칵테일,위스키 진저엘,,일반,2,2
Jan-15,힐튼,칵테일,진 토닉,,일반,144,161
Jan-15,힐튼,칵테일,브랜디 워터,,일반,10,10
Jan-15,힐튼,칵테일,스크류 드라이버,,일반,2,2
Jan-15,힐튼,칵테일,소주 워터(HOT),,일반,1,1
Jan-15,힐튼,칵테일,잭 콕,,일반,18,21
Jan-15,힐튼,칵테일,위스키 워터(HOT),,일반,2,2
Jan-15,힐튼,칵테일,소주 워터(COLD),,일반,44,49
Jan-15,힐튼,칵테일,위스키 소다,,일반,72,75
Jan-15,힐튼,음료,진저엘,,일반,18,22
Jan-15,힐튼,음료,아이스 우롱차,,일반,248,279
Jan-15,힐튼,음료,대추차(VIP),,일반,10,10
Jan-15,힐튼,음료,아이스 보리차(오차),,일반,42,47
Jan-15,힐튼,음료,아이스 홍차,,일반,172,226
Jan-15,힐튼,음료,비락식혜(VIP),,일반,13,14
Jan-15,힐튼,음료,홍차,,일반,107,117
Jan-15,힐튼,음료,우유(HOT),,일반,306,7574
Jan-15,힐튼,음료,HOT WATER,,일반,52,60
Jan-15,힐튼,음료,매실주스,,일반,57,807
Jan-15,힐튼,음료,생강차(VIP),,일반,188,195
Jan-15,힐튼,음료,유자차(VIP),,일반,60,63
Jan-15,힐튼,음료,토닉워터,,일반,4,5
Jan-15,힐튼,음료,콜라,,일반,1353,11954
Jan-15,힐튼,음료,레몬티,,일반,50,55
Jan-15,힐튼,음료,우유(COLD),,일반,144,4434
Jan-15,힐튼,음료,HOT WATER(주전자),,VIP,6,6
Jan-15,힐튼,음료,핫 초코,핫 초코,일반,57,60
Jan-15,힐튼,음료,우롱차,,일반,339,375
Jan-15,힐튼,음료,꿀차,,일반,44,53
Jan-15,힐튼,음료,"우유(HOT,SUGAR)",,일반,99,299
Jan-15,힐튼,음료,자스민차(주전자),,VIP,15,27
Jan-15,힐튼,음료,밀크티,,일반,27,27
Jan-15,힐튼,음료,아이스자스민차,,일반,3,3
Jan-15,힐튼,음료,칠성사이다,,일반,195,5605
Jan-15,힐튼,음료,아이스 인삼차,,일반,2,2
Jan-15,힐튼,음료,생수(BOTTLE),,일반,625,13704
Jan-15,힐튼,음료,녹차,,일반,404,415
Jan-15,힐튼,음료,아이스 초코,,일반,45,85
Jan-15,힐튼,음료,보리차(오차),,일반,227,258
Jan-15,힐튼,음료,오렌지주스,,일반,142,1441
Jan-15,힐튼,음료,아이스 밀크티,,일반,38,50
Jan-15,힐튼,음료,토마토주스,,일반,65,890
Jan-15,힐튼,음료,레몬 스쿼시,,일반,163,190
Jan-15,힐튼,음료,자스민차,,일반,25,25
Jan-15,힐튼,음료,아이스 워터,,일반,11,12
Jan-15,힐튼,음료,아이스 유자차(VIP),,일반,4,4
Jan-15,힐튼,음료,소다수,,일반,39,43
Jan-15,힐튼,음료,보이차(주전자),,VIP,47,48
Jan-15,힐튼,음료,다이어트 콜라,,일반,154,222
Jan-15,힐튼,음료,아이스 녹차,,일반,64,69
Jan-15,힐튼,음료,인삼차,,일반,193,211
Jan-15,힐튼,음료,아이스 꿀차,,일반,11,14
Jan-15,힐튼,커피,카페라테(카페오레),,일반,267,278
Jan-15,힐튼,커피,아메리칸 커피(블랙),,일반,321,350
Jan-15,힐튼,커피,에스프레소 커피,,일반,89,120
Jan-15,힐튼,커피,아이스커피(일반),,일반,738,9861
Jan-15,힐튼,커피,블랙커피,,일반,1366,5926
Jan-15,힐튼,커피,설탕커피,,일반,158,165
Jan-15,힐튼,커피,카푸치노 커피,,일반,189,224
Jan-15,힐튼,커피,아메리칸 커피(설탕),,일반,24,25
Jan-15,힐튼,커피,크림커피,,일반,93,96
Jan-15,힐튼,커피,아이스카페라떼,,일반,83,84
Jan-15,힐튼,커피,커피(일반),,일반,749,905
Jan-15,힐튼,커피,아이스카푸치노,,일반,15,16
Jan-15,힐튼,커피,아이스커피(크림),,일반,43,44
Jan-15,힐튼,커피,아이스커피(설탕),,일반,250,260
Jan-15,힐튼,커피,아이스커피(블랙),,일반,722,763
Jan-15,힐튼,기타,NO-SUGAR,,일반,122,122
Jan-15,힐튼,기타,VIP용 홍삼한뿌리,,일반,146,191
Jan-15,힐튼,기타,정관장 홍삼원골드,,일반,274,420
Jan-15,힐튼,기타,비타500(180ML),,일반,86,247
Jan-15,힐튼,기타,물수건(COOL),,일반,355,398
Jan-15,힐튼,기타,찻잔,,일반,4,12
Jan-15,힐튼,기타,목캔디,,일반,29,30
Jan-15,힐튼,기타,에비앙생수(330ML),,일반,282,374
Jan-15,힐튼,기타,얼음잔,,일반,74,86
Jan-15,힐튼,기타,ICE,,일반,22,24
Jan-15,힐튼,기타,ADD-SUGAR,,일반,37,41
Jan-15,힐튼,기타,페리에워터(BOTTLE),,일반,426,491
Jan-15,힐튼,기타,여명808,,VIP,10,15
Jan-15,힐튼,기타,믹스넛(혼합땅콩),,VIP,362,12788
Jan-15,힐튼,기타,초콜릿(스니커즈),,일반,563,1132
Jan-15,힐튼,기타,핫식스(에너지드링크),,일반,88,93
Jan-15,힐튼,기타,VIP용 껌,,VIP,175,260
Jan-15,힐튼,기타,조미땅콩,,일반,27,31
Jan-15,힐튼,기타,"광동쌍화탕(VIP,COLD)",,일반,11,12
Jan-15,힐튼,기타,사탕,,일반,39,46
Jan-15,힐튼,기타,VIP용 쿠키,,일반,19,39
Jan-15,힐튼,기타,호두,,일반,68,74
Jan-15,힐튼,기타,물수건(HOT),물수건,일반,592,648
Jan-15,힐튼,기타,NO-ICE,,일반,14,14
Jan-15,힐튼,기타,VIP용 초콜릿,,일반,236,632
Feb-15,힐튼,숲/샌드위치,세븐럭샌드위치&양송이스프,Seven Luck Sandwich & Mushroom Soup,일반,689,714
Feb-15,힐튼,숲/샌드위치,전복죽&도너츠,Rice Porridge with Abalone & doughnut ,일반,1371,1390
Feb-15,힐튼,숲/샌드위치,후라이드 에그(2알),Fried Egg,VIP,95,117
Feb-15,힐튼,라이스류,참치김치찌개,Tuna and Kimchi Stew,일반,35,35
Feb-15,힐튼,라이스류,새싹참치회덮밥,Rice with Sliced Raw Tuna,일반,1460,1465
Feb-15,힐튼,라이스류,아욱국정식,Soybean Paste Soup with Curled Mallow(아욱국정식),일반,77,77
Feb-15,힐튼,라이스류,고등어구이정식(VIP),Set Menu with Grilled Mackerel,VIP,339,343
Feb-15,힐튼,라이스류,해물유산슬덮밥,"Rice with Stir-fried Seafood, Vegetables and Beef ",일반,971,973
Feb-15,힐튼,라이스류,나주곰탕,NaJu Beef Bone Soup(나주곰탕),일반,2516,2525
Feb-15,힐튼,라이스류,오므라이스&양송이스프,Omelet Rice &  Mushroom Soup,일반,903,904
Feb-15,힐튼,라이스류,김치찌개정식,Pork and Kimchi Stew(김치찌개정식),일반,1819,1824
Feb-15,힐튼,라이스류,카레정식,Curry Special,일반,1306,1310
Feb-15,힐튼,라이스류,전복&참치회(VIP),Fresh Sashimi (Tuna and Abalones),VIP,631,683
Feb-15,힐튼,라이스류,미역국정식,Seaweed Soup with Beef(미역국정식),일반,3323,3340
Feb-15,힐튼,라이스류,두부전골,Tofu Hot Pot,일반,2046,2047
Feb-15,힐튼,라이스류,LA갈비&돈육김치찌개(VIP),Korean-style Grilled Beef Ribs & Tuna and Kimchi Stew,VIP,556,593
Feb-15,힐튼,라이스류,굴국밥,Oyster Rice Soup(굴국밥),일반,1585,1594
Feb-15,힐튼,면류,돈육볶음쌀국수,Pork Stir-Fried Rice Noodles,일반,1576,1579
Feb-15,힐튼,면류,떡만두국,Rice Cake and Dumpling Soup,일반,1020,1027
Feb-15,힐튼,면류,해산물토마토스파게티,Spaghetti with Tomato Sauce,일반,815,838
Feb-15,힐튼,면류,해물라면,Seafood Ramen,일반,1798,1812
Feb-15,힐튼,면류,어묵우동&순대,Fish Cake Udon & Korean Sausage ,일반,564,564
Feb-15,힐튼,VIP안주,반건조한치(VIP용),Half Dried Cuttlefish,VIP,386,439
Feb-15,힐튼,VIP안주,계절과일(VIP용),Seasonal Fresh Fruits,VIP,2152,2448
Feb-15,힐튼,VIP안주,육포(VIP용),Beef Jerky,VIP,238,263
Feb-15,힐튼,VIP안주,모둠치즈(VIP용),Assorted Cheese,VIP,153,154
Feb-15,힐튼,브랜디,헤네시XO온더락,,일반,1,1
Feb-15,힐튼,브랜디,헤네시XO워터,,일반,7,7
Feb-15,힐튼,브랜디,헤네시XO스트레이트,,일반,6,10
Feb-15,힐튼,위스키,발렌타인30년 온더락,,VIP,111,145
Feb-15,힐튼,위스키,발렌타인17년 스트레이트,,일반,1,1
Feb-15,힐튼,위스키,조니워커블루 워터,,일반,2,4
Feb-15,힐튼,위스키,조니워커블루 온더락,,일반,35,46
Feb-15,힐튼,위스키,조니워커블루 스트레이트,,일반,6,12
Feb-15,힐튼,위스키,발렌타인17년 온더락,,일반,16,20
Feb-15,힐튼,위스키,발렌타인30년 워터,,VIP,74,77
Feb-15,힐튼,위스키,발렌타인30년 스트레이트,,VIP,2,9
Feb-15,힐튼,위스키,발렌타인17년 워터,,일반,5,5
Feb-15,힐튼,레드와인,레드와인,,일반,63,235
Feb-15,힐튼,화이트와인,화이트와인,,일반,20,33
Feb-15,힐튼,맥주,아사히,,일반,116,121
Feb-15,힐튼,맥주,버드와이저,,VIP,1,1
Feb-15,힐튼,생과일주스,생과일주스(토마토),,VIP,182,190
Feb-15,힐튼,생과일주스,생과일주스(키위),,VIP,333,363
Feb-15,힐튼,생과일주스,생과일주스(오렌지),,VIP,121,125
Feb-15,힐튼,생과일주스,생과일주스(인삼),,VIP,60,65
Feb-15,힐튼,아이스크림,딸기아이스크림,,일반,83,111
Feb-15,힐튼,아이스크림,바닐라아이스크림,,일반,196,218
Feb-15,힐튼,아이스크림,초코아이스크림,,일반,22,25
Feb-15,힐튼,아이스크림,녹차아이스크림,,일반,55,80
Feb-15,힐튼,주류(일반용),보드카 온더락,,일반,2,2
Feb-15,힐튼,주류(일반용),레드와인,,일반,285,1154
Feb-15,힐튼,주류(일반용),생맥주+믹스넛,,일반,62,261
Feb-15,힐튼,주류(일반용),위스키스트레이트(더블),,일반,9,11
Feb-15,힐튼,주류(일반용),생맥주,,일반,1198,11769
Feb-15,힐튼,주류(일반용),위스키온더락(싱글),,일반,18,19
Feb-15,힐튼,주류(일반용),보드카 스트레이트,,일반,3,3
Feb-15,힐튼,주류(일반용),화이트와인,,일반,82,118
Feb-15,힐튼,주류(일반용),잭다니엘 스트레이트,,일반,1,1
Feb-15,힐튼,주류(일반용),브랜디 스트레이트,,일반,5,6
Feb-15,힐튼,주류(일반용),소주 온더락,,일반,14,23
Feb-15,힐튼,주류(일반용),잭다니엘 온더락,,일반,7,7
Feb-15,힐튼,주류(일반용),위스키온더락(더블),,일반,108,116
Feb-15,힐튼,주류(일반용),소주 스트레이트,,일반,7,9
Feb-15,힐튼,주류(일반용),위스키스트레이트(싱글),,일반,8,13
Feb-15,힐튼,칵테일,위스키 콕,,일반,20,22
Feb-15,힐튼,칵테일,소주 워터(COLD),,일반,63,63
Feb-15,힐튼,칵테일,위스키 소다,,일반,55,57
Feb-15,힐튼,칵테일,소주우롱워터,,일반,7,7
Feb-15,힐튼,칵테일,럼 콕,,일반,6,6
Feb-15,힐튼,칵테일,캄파리 소다,,일반,2,2
Feb-15,힐튼,칵테일,진 토닉,,일반,101,115
Feb-15,힐튼,칵테일,위스키 워터(COLD),,일반,82,86
Feb-15,힐튼,칵테일,위스키 워터(HOT),,일반,3,3
Feb-15,힐튼,칵테일,잭 콕,,일반,5,5
Feb-15,힐튼,칵테일,세븐럭 스페셜,,일반,5,9
Feb-15,힐튼,음료,자스민차,,일반,26,26
Feb-15,힐튼,음료,매실주스,,일반,9,11
Feb-15,힐튼,음료,핫 초코,핫 초코,일반,43,74
Feb-15,힐튼,음료,아이스 보리차(오차),,일반,24,29
Feb-15,힐튼,음료,"우유(HOT,SUGAR)",,일반,200,344
Feb-15,힐튼,음료,아이스 꿀차,,일반,12,13
Feb-15,힐튼,음료,비락식혜(VIP),,일반,6,6
Feb-15,힐튼,음료,유자차(VIP),,일반,38,39
Feb-15,힐튼,음료,우유(COLD),,일반,120,2532
Feb-15,힐튼,음료,다이어트 콜라,,일반,114,152
Feb-15,힐튼,음료,보이차(주전자),,VIP,42,43
Feb-15,힐튼,음료,토마토주스,,일반,46,60
Feb-15,힐튼,음료,우유(HOT),,일반,260,4230
Feb-15,힐튼,음료,녹차,,일반,334,366
Feb-15,힐튼,음료,소다수,,일반,27,28
Feb-15,힐튼,음료,아이스 워터,,일반,10,10
Feb-15,힐튼,음료,우롱차,,일반,279,291
Feb-15,힐튼,음료,인삼차,,일반,116,152
Feb-15,힐튼,음료,아이스자스민차,,일반,3,3
Feb-15,힐튼,음료,아이스 인삼차,,일반,4,4
Feb-15,힐튼,음료,밀크티,,일반,27,33
Feb-15,힐튼,음료,아이스 밀크티,,일반,16,16
Feb-15,힐튼,음료,레몬티,,일반,43,47
Feb-15,힐튼,음료,칠성사이다,,일반,162,2874
Feb-15,힐튼,음료,아이스 우롱차,,일반,195,210
Feb-15,힐튼,음료,보리차(오차),,일반,129,139
Feb-15,힐튼,음료,아이스 초코,,일반,11,23
Feb-15,힐튼,음료,꿀차,,일반,46,55
Feb-15,힐튼,음료,홍차,,일반,108,116
Feb-15,힐튼,음료,생강차(VIP),,일반,272,283
Feb-15,힐튼,음료,레몬 스쿼시,,일반,166,187
Feb-15,힐튼,음료,콜라,,일반,995,8322
Feb-15,힐튼,음료,대추차(VIP),,일반,26,26
Feb-15,힐튼,음료,오렌지주스,,일반,132,1016
Feb-15,힐튼,음료,HOT WATER(주전자),,VIP,14,14
Feb-15,힐튼,음료,아이스 녹차,,일반,100,138
Feb-15,힐튼,음료,생수(BOTTLE),,일반,612,14906
Feb-15,힐튼,음료,아이스 홍차,,일반,116,128
Feb-15,힐튼,음료,HOT WATER,,일반,26,28
Feb-15,힐튼,음료,진저엘,,일반,5,5
Feb-15,힐튼,음료,자스민차(주전자),,VIP,8,9
Feb-15,힐튼,커피,카페라테(카페오레),,일반,188,197
Feb-15,힐튼,커피,아이스카푸치노,,일반,10,10
Feb-15,힐튼,커피,아이스커피(크림),,일반,30,30
Feb-15,힐튼,커피,에스프레소 커피,,일반,97,103
Feb-15,힐튼,커피,블랙커피,,일반,893,2447
Feb-15,힐튼,커피,아이스카페라떼,,일반,65,68
Feb-15,힐튼,커피,카푸치노 커피,,일반,81,89
Feb-15,힐튼,커피,아메리칸 커피(블랙),,일반,364,370
Feb-15,힐튼,커피,아이스커피(블랙),,일반,555,578
Feb-15,힐튼,커피,아이스커피(설탕),,일반,189,203
Feb-15,힐튼,커피,커피(일반),,일반,605,762
Feb-15,힐튼,커피,설탕커피,,일반,121,123
Feb-15,힐튼,커피,크림커피,,일반,47,48
Feb-15,힐튼,커피,아메리칸 커피(설탕),,일반,46,47
Feb-15,힐튼,커피,아이스커피(일반),,일반,565,6971
Feb-15,힐튼,기타,조미땅콩,,일반,27,39
Feb-15,힐튼,기타,페리에워터(BOTTLE),,일반,234,266
Feb-15,힐튼,기타,호두,,일반,35,41
Feb-15,힐튼,기타,"광동쌍화탕(VIP,COLD)",,일반,12,17
Feb-15,힐튼,기타,VIP용 초콜릿,,일반,168,361
Feb-15,힐튼,기타,핫식스(에너지드링크),,일반,58,66
Feb-15,힐튼,기타,이쑤시개,,일반,1,1
Feb-15,힐튼,기타,초콜릿(스니커즈),,일반,476,852
Feb-15,힐튼,기타,ICE,,일반,19,20
Feb-15,힐튼,기타,NO-SUGAR,,일반,95,99
Feb-15,힐튼,기타,VIP용 껌,,VIP,145,232
Feb-15,힐튼,기타,찻잔,,일반,2,2
Feb-15,힐튼,기타,물수건(COOL),,일반,308,326
Feb-15,힐튼,기타,VIP용 홍삼한뿌리,,일반,127,179
Feb-15,힐튼,기타,비타500(180ML),,일반,131,331
Feb-15,힐튼,기타,정관장 홍삼원골드,,일반,165,260
Feb-15,힐튼,기타,물수건(HOT),물수건,일반,595,638
Feb-15,힐튼,기타,얼음잔,,일반,83,88
Feb-15,힐튼,기타,NO-ICE,,일반,10,13
Feb-15,힐튼,기타,사탕,,일반,54,55
Feb-15,힐튼,기타,목캔디,,일반,10,20
Feb-15,힐튼,기타,ADD-SUGAR,,일반,37,40
Feb-15,힐튼,기타,에비앙생수(330ML),,일반,200,253
Feb-15,힐튼,기타,VIP용 쿠키,,일반,33,69
Feb-15,힐튼,기타,여명808,,VIP,13,17
Feb-15,힐튼,기타,믹스넛(혼합땅콩),,VIP,307,11562
Mar-15,힐튼,숲/샌드위치,전복죽&도너츠,Rice Porridge with Abalone & doughnut ,일반,68,68
Mar-15,힐튼,숲/샌드위치,세븐럭샌드위치&딸기요거트,Seven Luck Sandwich & Strawberry Yogurt,일반,949,983
Mar-15,힐튼,숲/샌드위치,후라이드 에그(2알),Fried Egg,VIP,136,179
Mar-15,힐튼,숲/샌드위치,세븐럭샌드위치&양송이스프,Seven Luck Sandwich & Mushroom Soup,일반,29,29
Mar-15,힐튼,숲/샌드위치,전복죽&머핀빵,Rice Porridge with Abalone & Muffin,일반,1469,1516
Mar-15,힐튼,라이스류,보쌈정식-사용안함,Bossam Set (Boiled Pork),일반,2,2
Mar-15,힐튼,라이스류,나주곰탕,NaJu Beef Bone Soup(나주곰탕),일반,104,104
Mar-15,힐튼,라이스류,김치볶음밥,Kimchi Fried Rice(김치볶음밥),일반,1258,1261
Mar-15,힐튼,라이스류,LA갈비&돈육김치찌개(VIP),Korean-style Grilled Beef Ribs & Tuna and Kimchi Stew,VIP,13,13
Mar-15,힐튼,라이스류,된장찌개,Soybean Paste Stew(된장찌개정식),일반,1873,1890
Mar-15,힐튼,라이스류,고등어구이정식(VIP),Set Menu with Grilled Mackerel,VIP,8,9
Mar-15,힐튼,라이스류,참치회덮밥,Rice with Sliced Raw Tuna(참치회덮밥),일반,1539,1547
Mar-15,힐튼,라이스류,불고기덮밥,Bulgogi with Rice,일반,1989,1993
Mar-15,힐튼,라이스류,비프카레정식,Beef Curry with Rice,일반,899,908
Mar-15,힐튼,라이스류,제주 갈치구이,Grilled Cutlassfish,일반,2080,2110
Mar-15,힐튼,라이스류,미역국정식,Seaweed Soup with Beef(미역국정식),일반,165,165
Mar-15,힐튼,라이스류,카레정식,Curry Special,일반,56,56
Mar-15,힐튼,라이스류,오므라이스&양송이스프,Omelet Rice &  Mushroom Soup,일반,50,50
Mar-15,힐튼,라이스류,굴국밥,Oyster Rice Soup(굴국밥),일반,74,74
Mar-15,힐튼,라이스류,육개장,Spicy Beef Soup(육개장),일반,2029,2037
Mar-15,힐튼,라이스류,두부전골,Tofu Hot Pot,일반,85,85
Mar-15,힐튼,라이스류,메로간장조림(VIP),Mero Boiled in Soy Sauce(메로간장조림),VIP,446,452
Mar-15,힐튼,라이스류,김치찌개정식,Pork and Kimchi Stew(김치찌개정식),일반,84,85
Mar-15,힐튼,라이스류,보쌈정식,Set menu with Vegetable wraps and Pork(보쌈정식),일반,334,341
Mar-15,힐튼,라이스류,마파두부밥,Stir-fried Tofu with Minced Meat in Hot Sauce(마파두부밥),일반,1293,1313
Mar-15,힐튼,라이스류,칠리왕새우(VIP),Deep-fried Jumbo Shrimps with Chili Sauce,VIP,317,323
Mar-15,힐튼,라이스류,갈비탕정식,Beef Rib Soup with Ginseng(갈비탕정식),일반,3355,3373
Mar-15,힐튼,라이스류,새싹참치회덮밥,Rice with Sliced Raw Tuna,일반,45,45
Mar-15,힐튼,라이스류,황태국&제육볶음,Dried Pollack Hangover Soup&Stir-fried Pork,일반,1121,1126
Mar-15,힐튼,라이스류,훈제오리버섯볶음-사용안함,Smoked Duck,일반,3676,3681
Mar-15,힐튼,라이스류,전복&참치회(VIP),Fresh Sashimi (Tuna and Abalones),VIP,27,29
Mar-15,힐튼,라이스류,전복죽&머핀-사용금지,Rice Porridge with Abalone & Muffin,일반,30,32
Mar-15,힐튼,라이스류,해물유산슬덮밥,"Rice with Stir-fried Seafood, Vegetables and Beef ",일반,32,32
Mar-15,힐튼,면류,떡만두국,Rice Cake and Dumpling Soup,일반,44,44
Mar-15,힐튼,면류,매운해물볶음우동,Stir-fried Seafood Udon,일반,986,988
Mar-15,힐튼,면류,새싹비빔국수&핫도그,Spicy Noodles & hot dog ,일반,547,553
Mar-15,힐튼,면류,어묵우동&순대,Fish Cake Udon & Korean Sausage ,일반,31,31
Mar-15,힐튼,면류,돈육볶음쌀국수,Pork Stir-Fried Rice Noodles,일반,48,48
Mar-15,힐튼,면류,해물라면,Seafood Ramen,일반,1675,1699
Mar-15,힐튼,면류,해산물토마토스파게티,Spaghetti with Tomato Sauce,일반,50,50
Mar-15,힐튼,VIP안주,모둠치즈(VIP용),Assorted Cheese,VIP,181,182
Mar-15,힐튼,VIP안주,황도(VIP용),Iced Yellow Peach,VIP,58,64
Mar-15,힐튼,VIP안주,육포(VIP용),Beef Jerky,VIP,390,403
Mar-15,힐튼,VIP안주,웰컴 트레이(H_PIT),Welcome Tray Service,VIP,136,149
Mar-15,힐튼,VIP안주,계절과일(VIP용),Seasonal Fresh Fruits,VIP,2693,3022
Mar-15,힐튼,VIP안주,반건조한치(VIP용),Half Dried Cuttlefish,VIP,13,13
Mar-15,힐튼,브랜디,헤네시XO온더락,,일반,12,23
Mar-15,힐튼,브랜디,브랜디 온더락(싱글),,일반,4,5
Mar-15,힐튼,브랜디,헤네시XO스트레이트,,일반,6,9
Mar-15,힐튼,위스키,조니워커블루 워터,,일반,8,8
Mar-15,힐튼,위스키,조니워커블루 스트레이트,,일반,27,45
Mar-15,힐튼,위스키,조니워커블루 온더락,,일반,43,74
Mar-15,힐튼,위스키,발렌타인30년 스트레이트,,VIP,9,10
Mar-15,힐튼,위스키,발렌타인17년 온더락,,일반,32,45
Mar-15,힐튼,위스키,발렌타인17년 워터,,일반,15,15
Mar-15,힐튼,위스키,발렌타인17년 스트레이트,,일반,10,35
