년월,영업장,구분,메뉴명_한글,메뉴명_영문,제공대상,주문건수,제공수량
Jun-15,힐튼,아이스크림,딸기아이스크림,,일반,70,86
Jun-15,힐튼,아이스크림,초코아이스크림,,일반,25,38
Jun-15,힐튼,아이스크림,바닐라아이스크림,,일반,131,153
Jun-15,힐튼,주류(일반용),소주 스트레이트,,일반,50,58
Jun-15,힐튼,주류(일반용),위스키온더락(싱글),,일반,10,10
Jun-15,힐튼,주류(일반용),위스키온더락(더블),,일반,78,82
Jun-15,힐튼,주류(일반용),레드와인,,일반,138,1073
Jun-15,힐튼,주류(일반용),브랜디 스트레이트,,일반,6,15
Jun-15,힐튼,주류(일반용),위스키스트레이트(더블),,일반,6,7
Jun-15,힐튼,주류(일반용),생맥주+믹스넛,,일반,42,323
Jun-15,힐튼,주류(일반용),화이트와인,,일반,59,72
Jun-15,힐튼,주류(일반용),생맥주,,일반,947,12852
Jun-15,힐튼,주류(일반용),위스키스트레이트(싱글),,일반,37,41
Jun-15,힐튼,주류(일반용),소주 온더락,,일반,19,23
Jun-15,힐튼,주류(일반용),잭다니엘 온더락,,일반,3,9
Jun-15,힐튼,칵테일,진 토닉,,일반,23,25
Jun-15,힐튼,칵테일,럼 콕,,일반,1,1
Jun-15,힐튼,칵테일,위스키 워터(COLD),,일반,80,86
Jun-15,힐튼,칵테일,위스키 콕,,일반,29,31
Jun-15,힐튼,칵테일,위스키 소다,,일반,191,213
Jun-15,힐튼,칵테일,보드카 토닉,,일반,4,4
Jun-15,힐튼,칵테일,잭 콕,,일반,23,37
Jun-15,힐튼,칵테일,소주 워터(COLD),,일반,34,34
Jun-15,힐튼,음료,토마토주스,,일반,39,129
Jun-15,힐튼,음료,"우유(HOT,SUGAR)",,일반,98,277
Jun-15,힐튼,음료,보이차(주전자),,VIP,7,7
Jun-15,힐튼,음료,매실주스,,일반,18,116
Jun-15,힐튼,음료,우유(HOT),,일반,188,4397
Jun-15,힐튼,음료,아이스 보리차(오차),,일반,52,97
Jun-15,힐튼,음료,대추차(VIP),,일반,8,8
Jun-15,힐튼,음료,유자차(VIP),,일반,42,52
Jun-15,힐튼,음료,비락식혜(VIP),,일반,2,3
Jun-15,힐튼,음료,오렌지주스,,일반,122,1111
Jun-15,힐튼,음료,밀크티,,일반,16,54
Jun-15,힐튼,음료,아이스 홍차,,일반,263,537
Jun-15,힐튼,음료,아이스 우롱차,,일반,156,250
Jun-15,힐튼,음료,레몬 스쿼시,,일반,163,404
Jun-15,힐튼,음료,다이어트 콜라,,일반,67,114
Jun-15,힐튼,음료,아이스 워터,,일반,15,69
Jun-15,힐튼,음료,우롱차,,일반,240,318
Jun-15,힐튼,음료,보리차(오차),,일반,186,263
Jun-15,힐튼,음료,아이스 꿀차,,일반,38,127
Jun-15,힐튼,음료,생수(BOTTLE),,일반,387,9152
Jun-15,힐튼,음료,녹차,,일반,231,333
Jun-15,힐튼,음료,칠성사이다,,일반,166,3636
Jun-15,힐튼,음료,우유(COLD),,일반,186,2989
Jun-15,힐튼,음료,아이스 유자차(VIP),,일반,3,3
Jun-15,힐튼,음료,생강차(VIP),,일반,117,130
Jun-15,힐튼,음료,소다수,,일반,20,55
Jun-15,힐튼,음료,꿀차,,일반,39,140
Jun-15,힐튼,음료,콜라,,일반,1093,9512
Jun-15,힐튼,음료,HOT WATER,,일반,18,18
Jun-15,힐튼,음료,레몬티,,일반,93,132
Jun-15,힐튼,음료,인삼차,,일반,215,347
Jun-15,힐튼,음료,아이스 초코,,일반,10,41
Jun-15,힐튼,음료,홍차,,일반,28,63
Jun-15,힐튼,음료,아이스 녹차,,일반,106,143
Jun-15,힐튼,음료,자스민차,,일반,3,3
Jun-15,힐튼,음료,아이스 밀크티,,일반,16,31
Jun-15,힐튼,음료,핫 초코,핫 초코,일반,53,126
Jun-15,힐튼,음료,토닉워터,,일반,5,5
Jun-15,힐튼,음료,아이스 인삼차,,일반,3,4
Jun-15,힐튼,음료,진저엘,,일반,3,3
Jun-15,힐튼,커피,설탕커피,,일반,55,93
Jun-15,힐튼,커피,아이스카페라떼,,일반,77,98
Jun-15,힐튼,커피,아이스커피(설탕),,일반,316,367
Jun-15,힐튼,커피,에스프레소 커피,,일반,96,121
Jun-15,힐튼,커피,커피(일반),,일반,525,668
Jun-15,힐튼,커피,카푸치노 커피,,일반,113,138
Jun-15,힐튼,커피,아메리칸 커피(설탕),,일반,13,22
Jun-15,힐튼,커피,아이스커피(블랙),,일반,615,694
Jun-15,힐튼,커피,아이스커피(크림),,일반,23,41
Jun-15,힐튼,커피,아이스카푸치노,,일반,18,38
Jun-15,힐튼,커피,카페라테(카페오레),,일반,121,166
Jun-15,힐튼,커피,아메리칸 커피(블랙),,일반,230,249
Jun-15,힐튼,커피,크림커피,,일반,23,53
Jun-15,힐튼,커피,블랙커피,,일반,906,2772
Jun-15,힐튼,커피,아이스커피(일반),,일반,499,7991
Jun-15,힐튼,기타,페리에워터(BOTTLE),,일반,220,245
Jun-15,힐튼,기타,"광동쌍화탕(VIP,COLD)",,일반,5,7
Jun-15,힐튼,기타,찻잔,,일반,5,6
Jun-15,힐튼,기타,NO-SUGAR,,일반,106,110
Jun-15,힐튼,기타,VIP용 쿠키,,일반,26,47
Jun-15,힐튼,기타,호두,,일반,72,83
Jun-15,힐튼,기타,이쑤시개,,일반,3,3
Jun-15,힐튼,기타,핫식스(에너지드링크),,일반,45,53
Jun-15,힐튼,기타,믹스넛(혼합땅콩),,VIP,369,12346
Jun-15,힐튼,기타,에비앙생수(330ML),,일반,289,441
Jun-15,힐튼,기타,아몬드,,일반,24,27
Jun-15,힐튼,기타,물수건(COOL),,일반,195,220
Jun-15,힐튼,기타,사탕,,일반,40,45
Jun-15,힐튼,기타,NO-ICE,,일반,12,12
Jun-15,힐튼,기타,VIP용 홍삼한뿌리,,일반,243,366
Jun-15,힐튼,기타,VIP용 껌,,VIP,114,198
Jun-15,힐튼,기타,얼음잔,,일반,61,63
Jun-15,힐튼,기타,목캔디,,일반,37,56
Jun-15,힐튼,기타,정관장 홍삼원골드,,일반,167,265
Jun-15,힐튼,기타,초콜릿(스니커즈),,일반,168,295
Jun-15,힐튼,기타,ICE,,일반,22,22
Jun-15,힐튼,기타,ADD-SUGAR,,일반,34,37
Jun-15,힐튼,기타,컨디션(VIP),,VIP,14,16
Jun-15,힐튼,기타,물수건(HOT),물수건,일반,401,451
Jun-15,힐튼,기타,비타500(180ML),,일반,210,472
Jun-15,힐튼,기타,VIP용 초콜릿,,일반,103,206
Jul-15,힐튼,숲/샌드위치,양송이스프&크로와상,Mushroom Soup & Croissant ,일반,409,430
Jul-15,힐튼,숲/샌드위치,샌드위치&블루베리요거트,Sandwich & Blueberry Yogurt,일반,8,8
Jul-15,힐튼,숲/샌드위치,전복죽&머핀빵,Rice Porridge with Abalone & Muffin,일반,5,5
Jul-15,힐튼,숲/샌드위치,세븐럭샌드위치,7 Luck Sandwich(세븐럭샌드위치),일반,459,467
Jul-15,힐튼,숲/샌드위치,전복죽,Rice Porridge with Abalone(전복죽),일반,1307,1322
Jul-15,힐튼,숲/샌드위치,후라이드 에그(2알),Fried Egg,VIP,199,225
Jul-15,힐튼,라이스류,안동간고등어(VIP),Set Menu with Salted Grilled Mackerel,VIP,459,463
Jul-15,힐튼,라이스류,현미밥(VIP용),,VIP,27,30
Jul-15,힐튼,라이스류,훈제오리버섯볶음-사용안함,Smoked Duck,일반,61,61
Jul-15,힐튼,라이스류,육개장&계란후라이,Spicy Beef Soup & Sunny Side Up Egg,일반,1464,1472
Jul-15,힐튼,라이스류,장어덮밥,Rice with Grilled Eel(장어덮밥정식),일반,23,23
Jul-15,힐튼,라이스류,왕새우볶음밥,Shrimp Fried Rice(왕새우볶음밥),일반,18,24
Jul-15,힐튼,라이스류,미역국&소세지,Seaweed Soup & Sausage,일반,18,19
Jul-15,힐튼,라이스류,오리주물럭정식,Marinated Grilled Duck,일반,132,150
Jul-15,힐튼,라이스류,전복삼계탕(특선),Ginseng Chicken Stew with Abalone(전복삼계탕),일반,348,398
Jul-15,힐튼,라이스류,갈비짬뽕밥,Beef Ribs Spicy Seafood Rice(갈비짬뽕밥),일반,26,26
Jul-15,힐튼,라이스류,마파두부,Stir-fried Tofu with Minced Meat in Hot Sauce(마파두부),일반,765,777
Jul-15,힐튼,라이스류,카레라이스(비프),Beef Curry Rice(비프카레정식),일반,754,766
Jul-15,힐튼,라이스류,해물된장찌개,Soybean Paste Stew with Seafood,일반,2554,2567
Jul-15,힐튼,라이스류,돈육김치찌개,Pork and Kimchi Stew(돈육김치찌개),일반,12,12
Jul-15,힐튼,라이스류,훈제오리볶음,Stir-fried Smoked Duck(훈제오리볶음),일반,2209,2210
Jul-15,힐튼,라이스류,돈육갈비찜,Braised Pork Ribs(돈육갈비찜),일반,3077,3084
Jul-15,힐튼,라이스류,전복새우칠리(VIP),Abalone and Shrimp with Chili Sauce,VIP,460,491
Jul-15,힐튼,라이스류,등심스테이크(VIP),Beef Sirloin Steak,VIP,525,542
Jul-15,힐튼,라이스류,갈비탕정식,Beef Rib Soup with Ginseng(갈비탕정식),일반,3781,3790
Jul-15,힐튼,라이스류,잡채밥정식,Rice with Stir-fried Glass Noodles and Vegetables(잡채밥정식),일반,3968,3973
Jul-15,힐튼,라이스류,찹스테이크(VIP용),Stir-fried beef(찹스테이크),VIP,4,7
Jul-15,힐튼,라이스류,낙지돌솥비빔밥,Bibimbap with Octopus in a Hot Pot(낙지돌솥밥),일반,1833,1881
Jul-15,힐튼,라이스류,해산물팔보채,Stir-fried Seafood and Vegetables,일반,3,3
Jul-15,힐튼,라이스류,베이컨곤드레볶음밥,Bacon-Seasoned Thistle with Rice(베이컨곤드레볶음밥),일반,1432,1463
Jul-15,힐튼,라이스류,함박스테이크정식,Hamburger Steak(함박스테이크),일반,8,14
Jul-15,힐튼,라이스류,전복관자버터구이(VIP용),"Grilled Abalones,Scallops with Butter",VIP,1,1
Jul-15,힐튼,라이스류,제주옥돔구이(VIP),Grilled Sea Bream,VIP,4,5
Jul-15,힐튼,면류,활전복해물라면,Abalonne Seafood Ramen,일반,12,12
Jul-15,힐튼,면류,일본소유라면,Japanese Soy Sauce Ramen,일반,4,4
Jul-15,힐튼,면류,만두라면,Dumpling Ramen,일반,985,990
Jul-15,힐튼,면류,해물볶음면,Stir-fried Noodles with Seafood(해물볶음면),일반,2373,2403
Jul-15,힐튼,면류,소고기카레우동,Beef Curry Udong(소고기카레우동),일반,5,5
Jul-15,힐튼,면류,물냉면-사용안함,Cold Buckwheat Noodles,일반,2290,2331
Jul-15,힐튼,VIP안주,웰컴 트레이(H_PIT),Welcome Tray Service,VIP,117,149
Jul-15,힐튼,VIP안주,미니곶감(VIP용),,VIP,248,263
Jul-15,힐튼,VIP안주,복숭아(VIP용),,VIP,45,50
Jul-15,힐튼,VIP안주,모둠치즈(VIP용),Assorted Cheese,VIP,166,174
Jul-15,힐튼,VIP안주,메론(VIP용),,VIP,216,251
Jul-15,힐튼,VIP안주,계절과일(VIP용),Seasonal Fresh Fruits,VIP,1430,1655
Jul-15,힐튼,VIP안주,단감(VIP용),,VIP,480,508
Jul-15,힐튼,VIP안주,황도(VIP용),Iced Yellow Peach,VIP,61,72
Jul-15,힐튼,VIP안주,육포(VIP용),Beef Jerky,VIP,227,258
Jul-15,힐튼,VIP안주,바나나(VIP용),,VIP,15,16
Jul-15,힐튼,브랜디,브랜디 온더락(싱글),,일반,4,5
Jul-15,힐튼,브랜디,헤네시XO스트레이트,,일반,9,11
Jul-15,힐튼,브랜디,헤네시XO워터,,일반,1,1
Jul-15,힐튼,브랜디,헤네시XO온더락,,일반,26,36
Jul-15,힐튼,위스키,발렌타인17년 스트레이트,,일반,6,7
Jul-15,힐튼,위스키,발렌타인30년 스트레이트,,VIP,27,38
Jul-15,힐튼,위스키,발렌타인17년 온더락,,일반,45,53
Jul-15,힐튼,위스키,조니워커블루 온더락,,일반,36,58
Jul-15,힐튼,위스키,발렌타인30년 온더락,,VIP,87,117
Jul-15,힐튼,위스키,조니워커블루 스트레이트,,일반,19,35
Jul-15,힐튼,위스키,발렌타인17년 워터,,일반,9,17
Jul-15,힐튼,위스키,발렌타인30년 워터,,VIP,5,7
Jul-15,힐튼,레드와인,레드와인,,일반,46,239
Jul-15,힐튼,화이트와인,화이트와인,,일반,3,4
Jul-15,힐튼,맥주,아사히,,일반,145,210
Jul-15,힐튼,맥주,버드와이저,,VIP,1,1
Jul-15,힐튼,생과일주스,생과일주스(키위),,VIP,280,328
Jul-15,힐튼,생과일주스,생과일주스(토마토),,VIP,233,253
Jul-15,힐튼,생과일주스,생과일주스(인삼),,VIP,81,99
Jul-15,힐튼,생과일주스,생과일주스(오렌지),,VIP,92,97
Jul-15,힐튼,아이스크림,녹차아이스크림,,일반,70,87
Jul-15,힐튼,아이스크림,딸기아이스크림,,일반,87,101
Jul-15,힐튼,아이스크림,바닐라아이스크림,,일반,115,140
Jul-15,힐튼,아이스크림,초코아이스크림,,일반,21,31
Jul-15,힐튼,주류(일반용),생맥주+믹스넛,,일반,32,40
Jul-15,힐튼,주류(일반용),화이트와인,,일반,29,43
Jul-15,힐튼,주류(일반용),위스키스트레이트(더블),,일반,9,11
Jul-15,힐튼,주류(일반용),보드카 온더락,,일반,2,4
Jul-15,힐튼,주류(일반용),소주 스트레이트,,일반,4,15
Jul-15,힐튼,주류(일반용),위스키스트레이트(싱글),,일반,6,7
Jul-15,힐튼,주류(일반용),보드카 스트레이트,,일반,3,4
Jul-15,힐튼,주류(일반용),잭다니엘 스트레이트,,일반,6,8
Jul-15,힐튼,주류(일반용),브랜디 스트레이트,,일반,1,1
Jul-15,힐튼,주류(일반용),레드와인,,일반,181,1245
Jul-15,힐튼,주류(일반용),생맥주,,일반,750,12397
Jul-15,힐튼,주류(일반용),소주 온더락,,일반,12,21
Jul-15,힐튼,주류(일반용),위스키온더락(더블),,일반,67,74
Jul-15,힐튼,주류(일반용),위스키온더락(싱글),,일반,31,36
Jul-15,힐튼,주류(일반용),잭다니엘 온더락,,일반,8,13
Jul-15,힐튼,칵테일,마티니,MARTINI,일반,1,2
Jul-15,힐튼,칵테일,세븐럭 스페셜,,일반,1,1
Jul-15,힐튼,칵테일,위스키 소다,,일반,198,207
Jul-15,힐튼,칵테일,진 토닉,,일반,92,100
Jul-15,힐튼,칵테일,잭 콕,,일반,50,51
Jul-15,힐튼,칵테일,소주 워터(COLD),,일반,59,61
Jul-15,힐튼,칵테일,소주 워터(HOT),,일반,1,1
Jul-15,힐튼,칵테일,소주우롱워터,,일반,1,1
Jul-15,힐튼,칵테일,럼 콕,,일반,3,3
Jul-15,힐튼,칵테일,보드카 토닉,,일반,13,13
Jul-15,힐튼,칵테일,위스키 콕,,일반,9,11
Jul-15,힐튼,칵테일,위스키 워터(COLD),,일반,41,42
Jul-15,힐튼,칵테일,위스키 진저엘,,일반,1,1
Jul-15,힐튼,음료,아이스 우롱차,,일반,172,391
Jul-15,힐튼,음료,녹차,,일반,302,491
Jul-15,힐튼,음료,자스민차(주전자),,VIP,2,31
Jul-15,힐튼,음료,아이스자스민차,,일반,2,2
Jul-15,힐튼,음료,보리차(오차),,일반,165,342
Jul-15,힐튼,음료,레몬 스쿼시,,일반,201,798
Jul-15,힐튼,음료,핫 초코,핫 초코,일반,91,254
Jul-15,힐튼,음료,우유(HOT),,일반,247,4657
Jul-15,힐튼,음료,자스민차,,일반,7,20
Jul-15,힐튼,음료,아이스 꿀차,,일반,54,243
Jul-15,힐튼,음료,생강차(VIP),,일반,125,136
Jul-15,힐튼,음료,아이스 인삼차,,일반,9,30
Jul-15,힐튼,음료,홍차,,일반,64,183
Jul-15,힐튼,음료,토닉워터,,일반,5,5
Jul-15,힐튼,음료,토마토주스,,일반,82,142
Jul-15,힐튼,음료,꿀차,,일반,61,298
Jul-15,힐튼,음료,매실주스,,일반,15,51
Jul-15,힐튼,음료,콜라,,일반,910,9558
Jul-15,힐튼,음료,소다수,,일반,28,38
Jul-15,힐튼,음료,아이스 보리차(오차),,일반,42,151
Jul-15,힐튼,음료,우롱차,,일반,236,459
Jul-15,힐튼,음료,아이스 초코,,일반,29,192
Jul-15,힐튼,음료,칠성사이다,,일반,146,3411
Jul-15,힐튼,음료,밀크티,,일반,37,83
Jul-15,힐튼,음료,진저엘,,일반,20,21
Jul-15,힐튼,음료,HOT WATER(주전자),,VIP,16,18
Jul-15,힐튼,음료,다이어트 콜라,,일반,82,179
Jul-15,힐튼,음료,아이스 워터,,일반,23,35
Jul-15,힐튼,음료,아이스 녹차,,일반,145,269
Jul-15,힐튼,음료,유자차(VIP),,일반,38,42
Jul-15,힐튼,음료,생수(BOTTLE),,일반,557,13844
Jul-15,힐튼,음료,레몬티,,일반,86,253
Jul-15,힐튼,음료,우유(COLD),,일반,138,2850
Jul-15,힐튼,음료,보이차(주전자),,VIP,30,30
Jul-15,힐튼,음료,아이스 홍차,,일반,226,769
Jul-15,힐튼,음료,"우유(HOT,SUGAR)",,일반,123,472
Jul-15,힐튼,음료,아이스 밀크티,,일반,22,104
Jul-15,힐튼,음료,인삼차,,일반,201,537
Jul-15,힐튼,음료,오렌지주스,,일반,126,1200
Jul-15,힐튼,음료,HOT WATER,,일반,26,26
Jul-15,힐튼,음료,대추차(VIP),,일반,9,9
Jul-15,힐튼,커피,에스프레소 커피,,일반,162,230
Jul-15,힐튼,커피,카푸치노 커피,,일반,124,218
Jul-15,힐튼,커피,아이스카푸치노,,일반,27,55
Jul-15,힐튼,커피,설탕커피,,일반,91,187
Jul-15,힐튼,커피,커피(일반),,일반,506,966
Jul-15,힐튼,커피,아이스카페라떼,,일반,110,166
Jul-15,힐튼,커피,아이스커피(일반),,일반,624,7668
Jul-15,힐튼,커피,블랙커피,,일반,920,2792
Jul-15,힐튼,커피,아메리칸 커피(블랙),,일반,297,369
Jul-15,힐튼,커피,아이스커피(설탕),,일반,212,291
Jul-15,힐튼,커피,아이스커피(크림),,일반,49,87
Jul-15,힐튼,커피,아메리칸 커피(설탕),,일반,12,157
Jul-15,힐튼,커피,카페라테(카페오레),,일반,186,274
Jul-15,힐튼,커피,크림커피,,일반,86,176
Jul-15,힐튼,커피,아이스커피(블랙),,일반,650,750
Jul-15,힐튼,기타,핫식스(에너지드링크),,일반,86,92
Jul-15,힐튼,기타,VIP용 초콜릿,,일반,140,352
Jul-15,힐튼,기타,물수건(HOT),물수건,일반,418,449
Jul-15,힐튼,기타,믹스넛(혼합땅콩),,VIP,299,12827
Jul-15,힐튼,기타,NO-ICE,,일반,15,15
Jul-15,힐튼,기타,VIP용 홍삼한뿌리,,일반,187,278
Jul-15,힐튼,기타,사탕,,일반,25,36
Jul-15,힐튼,기타,ICE,,일반,13,15
Jul-15,힐튼,기타,초콜릿(스니커즈),,일반,222,475
Jul-15,힐튼,기타,얼음잔,,일반,65,71
Jul-15,힐튼,기타,VIP용 껌,,VIP,195,268
Jul-15,힐튼,기타,호두,,일반,58,70
Jul-15,힐튼,기타,더블(큰잔),,일반,21,22
Jul-15,힐튼,기타,아몬드,,일반,22,31
Jul-15,힐튼,기타,컨디션(VIP),,VIP,35,45
Jul-15,힐튼,기타,ADD-SUGAR,,일반,25,27
Jul-15,힐튼,기타,이쑤시개,,일반,5,7
Jul-15,힐튼,기타,NO-SUGAR,,일반,149,159
Jul-15,힐튼,기타,목캔디,,일반,38,60
Jul-15,힐튼,기타,VIP용 쿠키,,일반,30,72
Jul-15,힐튼,기타,찻잔,,일반,3,3
Jul-15,힐튼,기타,비타500(180ML),,일반,179,431
Jul-15,힐튼,기타,"광동쌍화탕(VIP,COLD)",,일반,3,3
Jul-15,힐튼,기타,정관장 홍삼원골드,,일반,190,300
Jul-15,힐튼,기타,물수건(COOL),,일반,250,281
Jul-15,힐튼,기타,페리에워터(BOTTLE),,일반,261,290
Jul-15,힐튼,기타,에비앙생수(330ML),,일반,247,392
Aug-15,힐튼,숲/샌드위치,후라이드 에그(2알),Fried Egg,VIP,195,218
Aug-15,힐튼,숲/샌드위치,양송이스프&크로와상,Mushroom Soup & Croissant ,일반,459,475
Aug-15,힐튼,숲/샌드위치,세븐럭샌드위치,7 Luck Sandwich(세븐럭샌드위치),일반,625,660
Aug-15,힐튼,숲/샌드위치,전복죽,Rice Porridge with Abalone(전복죽),일반,1751,1788
Aug-15,힐튼,라이스류,잡채밥정식,Rice with Stir-fried Glass Noodles and Vegetables(잡채밥정식),일반,3452,3459
Aug-15,힐튼,라이스류,베이컨곤드레볶음밥,Bacon-Seasoned Thistle with Rice(베이컨곤드레볶음밥),일반,1609,1633
Aug-15,힐튼,라이스류,낙지돌솥비빔밥,Bibimbap with Octopus in a Hot Pot(낙지돌솥밥),일반,1476,1480
Aug-15,힐튼,라이스류,돈육갈비찜,Braised Pork Ribs(돈육갈비찜),일반,3152,3153
Aug-15,힐튼,라이스류,육개장&계란후라이,Spicy Beef Soup & Sunny Side Up Egg,일반,1660,1663
Aug-15,힐튼,라이스류,갈비탕정식,Beef Rib Soup with Ginseng(갈비탕정식),일반,4319,4332
Aug-15,힐튼,라이스류,안동간고등어(VIP),Set Menu with Salted Grilled Mackerel,VIP,500,504
Aug-15,힐튼,라이스류,전복새우칠리(VIP),Abalone and Shrimp with Chili Sauce,VIP,470,504
Aug-15,힐튼,라이스류,등심스테이크(VIP),Beef Sirloin Steak,VIP,445,458
Aug-15,힐튼,라이스류,현미밥(VIP용),,VIP,36,37
Aug-15,힐튼,라이스류,해물된장찌개,Soybean Paste Stew with Seafood,일반,2943,2958
Aug-15,힐튼,라이스류,훈제오리볶음,Stir-fried Smoked Duck(훈제오리볶음),일반,2983,2989
Aug-15,힐튼,라이스류,마파두부,Stir-fried Tofu with Minced Meat in Hot Sauce(마파두부),일반,909,914
Aug-15,힐튼,라이스류,전복삼계탕(특선),Ginseng Chicken Stew with Abalone(전복삼계탕),일반,148,151
Aug-15,힐튼,라이스류,카레라이스(비프),Beef Curry Rice(비프카레정식),일반,983,996
Aug-15,힐튼,면류,만두라면,Dumpling Ramen,일반,1177,1182
Aug-15,힐튼,면류,해물볶음면,Stir-fried Noodles with Seafood(해물볶음면),일반,2895,2914
Aug-15,힐튼,면류,물냉면-사용안함,Cold Buckwheat Noodles,일반,2166,2181
Aug-15,힐튼,VIP안주,육포(VIP용),Beef Jerky,VIP,352,409
Aug-15,힐튼,VIP안주,메론(VIP용),,VIP,326,365
Aug-15,힐튼,VIP안주,미니곶감(VIP용),,VIP,193,197
Aug-15,힐튼,VIP안주,단감(VIP용),,VIP,160,166
Aug-15,힐튼,VIP안주,바나나(VIP용),,VIP,24,28
Aug-15,힐튼,VIP안주,계절과일(VIP용),Seasonal Fresh Fruits,VIP,1409,1577
Aug-15,힐튼,VIP안주,웰컴 트레이(H_PIT),Welcome Tray Service,VIP,128,145
Aug-15,힐튼,VIP안주,모둠치즈(VIP용),Assorted Cheese,VIP,210,252
Aug-15,힐튼,VIP안주,황도(VIP용),Iced Yellow Peach,VIP,69,71
Aug-15,힐튼,VIP안주,복숭아(VIP용),,VIP,514,569
Aug-15,힐튼,브랜디,헤네시XO워터,,일반,6,6
Aug-15,힐튼,브랜디,헤네시XO스트레이트,,일반,8,13
Aug-15,힐튼,브랜디,헤네시XO온더락,,일반,29,29
Aug-15,힐튼,위스키,조니워커블루 워터,,일반,2,2
Aug-15,힐튼,위스키,발렌타인17년 스트레이트,,일반,3,5
Aug-15,힐튼,위스키,발렌타인30년 스트레이트,,VIP,8,15
Aug-15,힐튼,위스키,발렌타인30년 온더락,,VIP,77,103
Aug-15,힐튼,위스키,발렌타인17년 워터,,일반,15,15
Aug-15,힐튼,위스키,조니워커블루 온더락,,일반,35,60
Aug-15,힐튼,위스키,발렌타인30년 워터,,VIP,21,24
Aug-15,힐튼,위스키,조니워커블루 스트레이트,,일반,12,30
Aug-15,힐튼,위스키,발렌타인17년 온더락,,일반,56,61
Aug-15,힐튼,레드와인,레드와인,,일반,27,182
Aug-15,힐튼,화이트와인,화이트와인,,일반,7,10
Aug-15,힐튼,맥주,버드와이저,,VIP,9,13
Aug-15,힐튼,맥주,아사히,,일반,133,178
Aug-15,힐튼,생과일주스,생과일주스(키위),,VIP,307,340
Aug-15,힐튼,생과일주스,생과일주스(오렌지),,VIP,90,99
Aug-15,힐튼,생과일주스,생과일주스(토마토),,VIP,248,267
Aug-15,힐튼,생과일주스,생과일주스(인삼),,VIP,100,117
Aug-15,힐튼,아이스크림,녹차아이스크림,,일반,44,50
Aug-15,힐튼,아이스크림,바닐라아이스크림,,일반,126,149
Aug-15,힐튼,아이스크림,초코아이스크림,,일반,27,32
Aug-15,힐튼,아이스크림,딸기아이스크림,,일반,84,106
Aug-15,힐튼,주류(일반용),소주 온더락,,일반,9,10
Aug-15,힐튼,주류(일반용),소주 스트레이트,,일반,6,19
Aug-15,힐튼,주류(일반용),생맥주+믹스넛,,일반,44,52
Aug-15,힐튼,주류(일반용),위스키온더락(더블),,일반,92,103
Aug-15,힐튼,주류(일반용),브랜디 스트레이트,,일반,1,3
Aug-15,힐튼,주류(일반용),위스키온더락(싱글),,일반,53,60
Aug-15,힐튼,주류(일반용),위스키스트레이트(더블),,일반,40,71
Aug-15,힐튼,주류(일반용),보드카 스트레이트,,일반,9,21
Aug-15,힐튼,주류(일반용),위스키스트레이트(싱글),,일반,13,16
Aug-15,힐튼,주류(일반용),보드카 온더락,,일반,4,4
Aug-15,힐튼,주류(일반용),화이트와인,,일반,21,29
Aug-15,힐튼,주류(일반용),생맥주,,일반,1386,13672
Aug-15,힐튼,주류(일반용),잭다니엘 온더락,,일반,14,17
Aug-15,힐튼,주류(일반용),레드와인,,일반,199,1416
Aug-15,힐튼,주류(일반용),잭다니엘 스트레이트,,일반,5,6
Aug-15,힐튼,칵테일,위스키 사이다,,일반,3,3
Aug-15,힐튼,칵테일,잭 콕,,일반,25,25
Aug-15,힐튼,칵테일,위스키 워터(COLD),,일반,114,115
Aug-15,힐튼,칵테일,위스키 워터(HOT),,일반,1,1
Aug-15,힐튼,칵테일,세븐럭 스페셜,,일반,1,1
Aug-15,힐튼,칵테일,위스키 콕,,일반,18,19
Aug-15,힐튼,칵테일,소주 워터(COLD),,일반,55,55
Aug-15,힐튼,칵테일,소주우롱워터,,일반,11,11
Aug-15,힐튼,칵테일,캄파리 소다,,일반,4,4
Aug-15,힐튼,칵테일,보드카 토닉,,일반,3,3
Aug-15,힐튼,칵테일,진 토닉,,일반,88,96
Aug-15,힐튼,칵테일,위스키 소다,,일반,195,213
Aug-15,힐튼,칵테일,마티니,MARTINI,일반,2,2
Aug-15,힐튼,칵테일,위스키 진저엘,,일반,1,1
Aug-15,힐튼,음료,HOT WATER,,일반,17,17
Aug-15,힐튼,음료,아이스 홍차,,일반,227,806
Aug-15,힐튼,음료,핫 초코,핫 초코,일반,108,376
Aug-15,힐튼,음료,대추차(VIP),,일반,16,21
Aug-15,힐튼,음료,HOT WATER(주전자),,VIP,7,7
Aug-15,힐튼,음료,우유(COLD),,일반,162,3485
Aug-15,힐튼,음료,아이스 우롱차,,일반,210,369
Aug-15,힐튼,음료,콜라,,일반,1004,10861
Aug-15,힐튼,음료,토마토주스,,일반,101,225
Aug-15,힐튼,음료,아이스 녹차,,일반,200,313
Aug-15,힐튼,음료,홍차,,일반,100,199
Aug-15,힐튼,음료,보이차(주전자),,VIP,40,41
Aug-15,힐튼,음료,우롱차,,일반,204,327
Aug-15,힐튼,음료,아이스 초코,,일반,31,229
Aug-15,힐튼,음료,아이스 꿀차,,일반,50,151
Aug-15,힐튼,음료,아이스자스민차,,일반,17,17
Aug-15,힐튼,음료,다이어트 콜라,,일반,76,189
Aug-15,힐튼,음료,보리차(오차),,일반,140,281
