년월,영업장,구분,메뉴명_한글,메뉴명_영문,제공대상,주문건수,제공수량
Jan-15,코엑스,숲/샌드위치,해산물샐러드(VIP),Seafood Salad,VIP,137,201
Jan-15,코엑스,숲/샌드위치,과일도시락,Fruit Lunch Box,일반,775,819
Jan-15,코엑스,숲/샌드위치,세븐럭브런치,7 Luck Brunch,일반,926,1028
Jan-15,코엑스,숲/샌드위치,후라이드에그(VIP),Fried Egg,VIP,528,991
Jan-15,코엑스,숲/샌드위치,샌드위치,Sandwich,일반,1176,1208
Jan-15,코엑스,숲/샌드위치,일본식조정식,Japanese Breakfast,일반,1668,1851
Jan-15,코엑스,라이스류,해물누룽지탕,Seafood Soup with Browned Rice,일반,1034,1072
Jan-15,코엑스,라이스류,중화비빔밥,Chinese-Style Bibimbap,일반,1710,1807
Jan-15,코엑스,라이스류,생선회정식(VIP),Set Menu with Sliced Raw Fish,VIP,113,145
Jan-15,코엑스,라이스류,발아현미밥(VIP),,VIP,158,168
Jan-15,코엑스,라이스류,보리비빔밥정식(5월특선),Set Menu with Kimchi Stew,일반,1350,1404
Jan-15,코엑스,라이스류,카레라이스,Curry Rice,일반,2720,2750
Jan-15,코엑스,라이스류,등심스테이크(VIP),Beef Sirloin Steak,VIP,792,1023
Jan-15,코엑스,라이스류,훈제오리버섯볶음,Stir-fried Smoked Duck and Mushrooms,일반,1161,1184
Jan-15,코엑스,라이스류,함박&소고기볶음밥,Beef Fried Rice,일반,1916,1985
Jan-15,코엑스,라이스류,LA갈비구이정식,LA-Rib Set,일반,654,695
Jan-15,코엑스,라이스류,버섯갈비탕,Short-rib Stew,일반,370,397
Jan-15,코엑스,라이스류,공기밥,,VIP,378,1134
Jan-15,코엑스,라이스류,랍스터 스테이크(VIP),Lobster Steak,VIP,89,104
Jan-15,코엑스,라이스류,산채비빔밥정식,Set Menu with Wild Vegetable Bibimbap,일반,169,172
Jan-15,코엑스,라이스류,소고기부추잡채밥,Rice Topped with Stir-fried Noodles with Beef & Vegetables,일반,173,180
Jan-15,코엑스,라이스류,우거지갈비탕,Short-rib Stew,일반,2074,2165
Jan-15,코엑스,라이스류,순두부찌개,Seafood and Soft Tofu Stew,일반,879,889
Jan-15,코엑스,라이스류,돼지갈비정식,Grilled Spareribs Set,일반,1720,1778
Jan-15,코엑스,라이스류,성게비빔밥&봄도다리쑥국(3월특선),Set Menu with Bibimbap,일반,978,996
Jan-15,코엑스,라이스류,꽃게장정식(VIP),Crab Marinated in Soy Sauce,VIP,119,141
Jan-15,코엑스,면류,굴짬뽕,Spicy Seafood Noodle Soup with Oysters,일반,124,129
Jan-15,코엑스,면류,라면,Ramen,일반,2215,2292
Jan-15,코엑스,면류,가락국수,Udon,일반,288,295
Jan-15,코엑스,면류,물만두(쿠폰),Boiled Dumpling ,일반,179,205
Jan-15,코엑스,면류,김치우동(쿠폰),Kimchi Udon,일반,1238,1254
Jan-15,코엑스,면류,찌라시초밥정식,Set Menu with Chirashi Sushi & Udon,일반,155,160
Jan-15,코엑스,면류,떡만두국(특선),Rice Cake Soup with dumplings,일반,1113,1171
Jan-15,코엑스,VIP안주,과일(샤인머스켓)(VIP),,VIP,1360,2050
Jan-15,코엑스,VIP안주,과일(복숭아)(VIP),,VIP,411,482
Jan-15,코엑스,VIP안주,과일(수박)(VIP),,VIP,324,483
Jan-15,코엑스,VIP안주,육포(VIP),,VIP,322,364
Jan-15,코엑스,VIP안주,계절과일(VIP),,VIP,4327,6474
Jan-15,코엑스,VIP안주,디저트홍시주스(VIP),Traditional Korean Sweets,VIP,161,494
Jan-15,코엑스,VIP안주,모듬치즈(VIP),,VIP,175,200
Jan-15,코엑스,VIP안주,조각케잌(VIP)레드벨벳,cake,VIP,116,363
Jan-15,코엑스,브랜디,헤네시 X.O(VIP),,VIP,124,245
Jan-15,코엑스,위스키,발렌타인30(더블)온더락,,VIP,76,91
Jan-15,코엑스,위스키,조니워커블루(싱글)온더락,,VIP,22,32
Jan-15,코엑스,위스키,조니워커블루(더블)온더락,,VIP,85,144
Jan-15,코엑스,위스키,조니워커블루(싱글)샷,,VIP,3,5
Jan-15,코엑스,위스키,발렌타인30(싱글)온더락,,VIP,25,27
Jan-15,코엑스,위스키,조니워커블루(더블)샷,,VIP,46,116
Jan-15,코엑스,위스키,발렌타인17년(더블)샷,,VIP,7,10
Jan-15,코엑스,위스키,발렌타인17(더블)온더락,,VIP,13,26
Jan-15,코엑스,위스키,발렌타인30년(더블)샷,,VIP,11,31
Jan-15,코엑스,위스키,발렌타인30년(싱글)샷,,VIP,5,17
Jan-15,코엑스,위스키,발렌타인17년(싱글)샷,,VIP,2,3
Jan-15,코엑스,위스키,발렌타인17(싱글)온더락,,VIP,4,10
Jan-15,코엑스,맥주,버드와이저,,VIP,21,36
Jan-15,코엑스,맥주,아사히,,일반,130,153
Jan-15,코엑스,생과일주스,생과일주스(오렌지),,일반,296,377
Jan-15,코엑스,생과일주스,생과일주스(토마토),,일반,249,1006
Jan-15,코엑스,생과일주스,생과일주스(키위),,일반,519,1302
Jan-15,코엑스,아이스크림,바닐라아이스크림,,일반,377,546
Jan-15,코엑스,아이스크림,녹차아이스크림,,일반,112,131
Jan-15,코엑스,아이스크림,초코아이스크림,,일반,101,147
Jan-15,코엑스,아이스크림,딸기아이스크림,,일반,282,439
Jan-15,코엑스,주류(일반용),위스키스트레이트(싱글),,일반,45,91
Jan-15,코엑스,주류(일반용),레드와인,,일반,937,1082
Jan-15,코엑스,주류(일반용),위스키스트레이트(더블),,일반,284,382
Jan-15,코엑스,주류(일반용),소주(스트레이트),,일반,24,62
Jan-15,코엑스,주류(일반용),화이트와인,,일반,166,227
Jan-15,코엑스,주류(일반용),보드카(온더락),,일반,23,38
Jan-15,코엑스,주류(일반용),위스키온더락(싱글),,일반,112,197
Jan-15,코엑스,주류(일반용),브랜디(일반),,VIP,73,114
Jan-15,코엑스,주류(일반용),보드카(스트레이트),,일반,22,24
Jan-15,코엑스,주류(일반용),생맥주,,일반,4854,5984
Jan-15,코엑스,주류(일반용),위스키온더락(더블),,일반,490,609
Jan-15,코엑스,주류(일반용),잭다니엘 블랙,,일반,2,3
Jan-15,코엑스,칵테일,위스키 소다,,일반,123,195
Jan-15,코엑스,칵테일,칼루아 밀크,,일반,28,28
Jan-15,코엑스,칵테일,캄파리 오렌지,,일반,1,1
Jan-15,코엑스,칵테일,캄파리 소다,,일반,35,35
Jan-15,코엑스,칵테일,위스키 워터,,일반,180,199
Jan-15,코엑스,칵테일,럼 콕,,일반,56,66
Jan-15,코엑스,칵테일,화이트 러시안,,일반,11,32
Jan-15,코엑스,칵테일,블랙 러시안,,일반,3,3
Jan-15,코엑스,칵테일,진 토닉,,일반,305,365
Jan-15,코엑스,칵테일,보드카 토닉,,일반,15,15
Jan-15,코엑스,칵테일,위스키 콕(잭콕),,일반,462,581
Jan-15,코엑스,칵테일,스크류 드라이버,,일반,16,18
Jan-15,코엑스,칵테일,소주 워터(COLD),MAITAI,일반,12,13
Jan-15,코엑스,칵테일,세븐럭 칵테일(미도리사워),,일반,7,9
Jan-15,코엑스,음료,유자차(VIP),,일반,278,346
Jan-15,코엑스,음료,펩시콜라,,일반,4449,5175
Jan-15,코엑스,음료,포도주스,,일반,80,112
Jan-15,코엑스,음료,생강차(VIP),,일반,224,281
Jan-15,코엑스,음료,보리차,,일반,738,813
Jan-15,코엑스,음료,우롱차,,일반,535,632
Jan-15,코엑스,음료,생수(BOTTLE),,일반,443,5490
Jan-15,코엑스,음료,칠성사이다,,일반,449,529
Jan-15,코엑스,음료,밀크티,,일반,319,371
Jan-15,코엑스,음료,인삼차,,일반,1632,1941
Jan-15,코엑스,음료,토마토주스,,일반,489,557
Jan-15,코엑스,음료,토닉워터,,일반,6,9
Jan-15,코엑스,음료,레몬티,,일반,463,527
Jan-15,코엑스,음료,매실주스,,일반,47,55
Jan-15,코엑스,음료,오미자차(VIP),,VIP,45,71
Jan-15,코엑스,음료,WATER,,일반,1174,1719
Jan-15,코엑스,음료,대추차(VIP),,일반,67,111
Jan-15,코엑스,음료,오렌지주스,,일반,369,491
Jan-15,코엑스,음료,진저엘,,일반,45,53
Jan-15,코엑스,음료,우유,,일반,1819,2089
Jan-15,코엑스,음료,자스민차,,일반,48,61
Jan-15,코엑스,음료,핫초코(코코아),,일반,229,257
Jan-15,코엑스,음료,중국차(보이차-잔)(VIP),,VIP,2144,2848
Jan-15,코엑스,음료,녹차(오차),,일반,1659,1861
Jan-15,코엑스,음료,아이스티,,일반,727,886
Jan-15,코엑스,음료,홍차,,일반,346,433
Jan-15,코엑스,음료,다이어트 콜라,,일반,448,693
Jan-15,코엑스,음료,중국차(보이차-주전자),,VIP,74,132
Jan-15,코엑스,음료,꿀차,,일반,431,506
Jan-15,코엑스,음료,레몬 스쿼시,,일반,960,1086
Jan-15,코엑스,음료,소다수,,일반,306,445
Jan-15,코엑스,커피,아메리칸커피(설탕),,일반,66,107
Jan-15,코엑스,커피,커피(일반),,일반,5551,6135
Jan-15,코엑스,커피,아메리카노(블랙),,일반,5745,6331
Jan-15,코엑스,커피,에스프레소 커피,,일반,130,151
Jan-15,코엑스,커피,아이스커피(블랙),,일반,2,2
Jan-15,코엑스,커피,설탕커피,,일반,378,460
Jan-15,코엑스,커피,크림커피,,일반,214,269
Jan-15,코엑스,커피,카푸치노 커피,,일반,557,718
Jan-15,코엑스,커피,카페오레(카페라떼),,일반,871,1029
Jan-15,코엑스,기타,핫식스(에너지음료),,일반,246,291
Jan-15,코엑스,기타,페리에워터(VIP),,일반,760,1215
Jan-15,코엑스,기타,(1인분),,VIP,939,940
Jan-15,코엑스,기타,얼음잔,,일반,507,537
Jan-15,코엑스,기타,설탕(시럽),,일반,636,1408
Jan-15,코엑스,기타,꿀,,일반,111,121
Jan-15,코엑스,기타,비타500,,일반,918,1207
Jan-15,코엑스,기타,(NO ICE),,VIP,238,263
Jan-15,코엑스,기타,물수건HOT(VIP),물수건,일반,950,1124
Jan-15,코엑스,기타,홍삼한뿌리(VIP),,일반,157,269
Jan-15,코엑스,기타,껌(알껌)(VIP),,일반,273,749
Jan-15,코엑스,기타,(머그잔),,일반,95,238
Jan-15,코엑스,기타,빨대,,일반,62,71
Jan-15,코엑스,기타,땅콩(믹스넛),,일반,2312,2656
Jan-15,코엑스,기타,(연하게),,VIP,272,297
Jan-15,코엑스,기타,주전자(POT),,VIP,401,438
Jan-15,코엑스,기타,에비앙워터(VIP),,일반,497,1081
Jan-15,코엑스,기타,스니커즈미니바(VIP),,일반,674,1333
Jan-15,코엑스,기타,사탕,,일반,121,1403
Jan-15,코엑스,기타,(더블),,일반,48,54
Jan-15,코엑스,기타,초콜릿,,일반,567,3030
Jan-15,코엑스,기타,(NO SUGAR),,일반,371,382
Jan-15,코엑스,기타,슬라이스 치즈,,일반,373,454
Jan-15,코엑스,기타,물수건COOL(VIP),,일반,761,1065
Jan-15,코엑스,기타,(유리잔),,VIP,33,39
Jan-15,코엑스,기타,(진하게),,일반,79,97
Jan-15,코엑스,기타,쿠키(VIP),,일반,60,183
Jan-15,코엑스,기타,컨디션(VIP),,일반,25,45
Jan-15,코엑스,기타,광동쌍화탕,,일반,380,490
Jan-15,코엑스,기타,목캔디,,일반,199,1008
Feb-15,코엑스,숲/샌드위치,일본식조정식,Japanese Breakfast,일반,1420,1497
Feb-15,코엑스,숲/샌드위치,과일도시락,Fruit Lunch Box,일반,821,912
Feb-15,코엑스,숲/샌드위치,샌드위치,Sandwich,일반,943,963
Feb-15,코엑스,숲/샌드위치,후라이드에그(VIP),Fried Egg,VIP,425,832
Feb-15,코엑스,숲/샌드위치,세븐럭브런치,7 Luck Brunch,일반,758,833
Feb-15,코엑스,라이스류,해물누룽지탕,Seafood Soup with Browned Rice,일반,981,1015
Feb-15,코엑스,라이스류,공기밥,,VIP,290,908
Feb-15,코엑스,라이스류,황태해장국,Dried Pollack Soup,일반,645,657
Feb-15,코엑스,라이스류,순두부찌개,Seafood and Soft Tofu Stew,일반,37,38
Feb-15,코엑스,라이스류,보리비빔밥정식(5월특선),Set Menu with Kimchi Stew,일반,1576,1607
Feb-15,코엑스,라이스류,함박&소고기볶음밥,Beef Fried Rice,일반,1754,1786
Feb-15,코엑스,라이스류,돼지갈비정식,Grilled Spareribs Set,일반,1056,1083
Feb-15,코엑스,라이스류,훈제오리버섯볶음,Stir-fried Smoked Duck and Mushrooms,일반,1162,1173
Feb-15,코엑스,라이스류,등심스테이크(VIP),Beef Sirloin Steak,VIP,787,886
Feb-15,코엑스,라이스류,발아현미밥(VIP),,VIP,77,81
Feb-15,코엑스,라이스류,중화비빔밥,Chinese-Style Bibimbap,일반,1431,1519
Feb-15,코엑스,라이스류,우거지갈비탕,Short-rib Stew,일반,2009,2081
Feb-15,코엑스,라이스류,카레라이스,Curry Rice,일반,2226,2238
Feb-15,코엑스,라이스류,성게비빔밥&봄도다리쑥국(3월특선),Set Menu with Bibimbap,일반,1070,1089
Feb-15,코엑스,면류,라면,Ramen,일반,1790,1859
Feb-15,코엑스,면류,김치우동(쿠폰),Kimchi Udon,일반,1141,1164
Feb-15,코엑스,면류,떡만두국(특선),Rice Cake Soup with dumplings,일반,940,973
Feb-15,코엑스,면류,물만두(쿠폰),Boiled Dumpling ,일반,197,201
Feb-15,코엑스,VIP안주,과일(수박)(VIP),,VIP,237,327
Feb-15,코엑스,VIP안주,과일(샤인머스켓)(VIP),,VIP,1113,1572
Feb-15,코엑스,VIP안주,육포(VIP),,VIP,294,337
Feb-15,코엑스,VIP안주,과일(복숭아)(VIP),,VIP,351,423
Feb-15,코엑스,VIP안주,계절과일(VIP),,VIP,3573,5126
Feb-15,코엑스,VIP안주,디저트홍시주스(VIP),Traditional Korean Sweets,VIP,113,356
Feb-15,코엑스,VIP안주,조각케잌(VIP)레드벨벳,cake,VIP,88,197
Feb-15,코엑스,VIP안주,모듬치즈(VIP),,VIP,139,147
Feb-15,코엑스,브랜디,헤네시 X.O(VIP),,VIP,69,165
Feb-15,코엑스,위스키,발렌타인17년(싱글)샷,,VIP,1,1
Feb-15,코엑스,위스키,발렌타인30년(더블)샷,,VIP,22,39
Feb-15,코엑스,위스키,조니워커블루(더블)온더락,,VIP,91,132
Feb-15,코엑스,위스키,발렌타인17(더블)온더락,,VIP,18,31
Feb-15,코엑스,위스키,발렌타인17(싱글)온더락,,VIP,2,2
Feb-15,코엑스,위스키,발렌타인30(더블)온더락,,VIP,95,154
Feb-15,코엑스,위스키,조니워커블루(싱글)온더락,,VIP,12,32
Feb-15,코엑스,위스키,발렌타인30(싱글)온더락,,VIP,10,17
Feb-15,코엑스,위스키,발렌타인17년(더블)샷,,VIP,5,7
Feb-15,코엑스,위스키,조니워커블루(더블)샷,,VIP,41,84
Feb-15,코엑스,위스키,발렌타인30년(싱글)샷,,VIP,18,42
Feb-15,코엑스,위스키,조니워커블루(싱글)샷,,VIP,1,14
Feb-15,코엑스,맥주,버드와이저,,VIP,16,18
Feb-15,코엑스,맥주,아사히,,일반,49,61
Feb-15,코엑스,생과일주스,생과일주스(토마토),,일반,296,1205
Feb-15,코엑스,생과일주스,생과일주스(키위),,일반,411,1213
Feb-15,코엑스,생과일주스,생과일주스(오렌지),,일반,208,259
Feb-15,코엑스,아이스크림,바닐라아이스크림,,일반,330,480
Feb-15,코엑스,아이스크림,녹차아이스크림,,일반,104,117
Feb-15,코엑스,아이스크림,딸기아이스크림,,일반,269,385
Feb-15,코엑스,아이스크림,초코아이스크림,,일반,81,96
Feb-15,코엑스,주류(일반용),생맥주,,일반,4068,4910
Feb-15,코엑스,주류(일반용),잭다니엘 블랙,,일반,4,10
Feb-15,코엑스,주류(일반용),브랜디(일반),,VIP,113,138
Feb-15,코엑스,주류(일반용),레드와인,,일반,943,1098
Feb-15,코엑스,주류(일반용),위스키온더락(싱글),,일반,172,195
Feb-15,코엑스,주류(일반용),보드카(온더락),,일반,14,15
Feb-15,코엑스,주류(일반용),위스키온더락(더블),,일반,477,518
Feb-15,코엑스,주류(일반용),위스키스트레이트(싱글),,일반,27,36
Feb-15,코엑스,주류(일반용),소주(스트레이트),,일반,20,39
Feb-15,코엑스,주류(일반용),위스키스트레이트(더블),,일반,216,263
Feb-15,코엑스,주류(일반용),화이트와인,,일반,112,123
Feb-15,코엑스,주류(일반용),보드카(스트레이트),,일반,37,41
Feb-15,코엑스,칵테일,진 토닉,,일반,255,276
Feb-15,코엑스,칵테일,소주 워터(COLD),MAITAI,일반,17,17
Feb-15,코엑스,칵테일,보드카 토닉,,일반,10,11
Feb-15,코엑스,칵테일,세븐럭 칵테일(미도리사워),,일반,21,24
Feb-15,코엑스,칵테일,위스키 워터,,일반,183,191
Feb-15,코엑스,칵테일,캄파리 소다,,일반,20,20
Feb-15,코엑스,칵테일,위스키 소다,,일반,132,144
Feb-15,코엑스,칵테일,칼루아 밀크,,일반,9,9
Feb-15,코엑스,칵테일,화이트 러시안,,일반,19,31
Feb-15,코엑스,칵테일,블랙 러시안,,일반,9,10
Feb-15,코엑스,칵테일,럼 콕,,일반,79,97
Feb-15,코엑스,칵테일,캄파리 오렌지,,일반,2,2
Feb-15,코엑스,칵테일,위스키 콕(잭콕),,일반,539,655
Feb-15,코엑스,칵테일,스크류 드라이버,,일반,15,16
Feb-15,코엑스,음료,자스민차,,일반,34,48
Feb-15,코엑스,음료,레몬티,,일반,387,415
Feb-15,코엑스,음료,소다수,,일반,208,229
Feb-15,코엑스,음료,토닉워터,,일반,4,4
Feb-15,코엑스,음료,인삼차,,일반,1229,1400
Feb-15,코엑스,음료,오렌지주스,,일반,246,725
Feb-15,코엑스,음료,다이어트 콜라,,일반,436,511
Feb-15,코엑스,음료,홍차,,일반,317,359
Feb-15,코엑스,음료,생강차(VIP),,일반,228,270
Feb-15,코엑스,음료,매실주스,,일반,66,69
Feb-15,코엑스,음료,생수(BOTTLE),,일반,327,5386
Feb-15,코엑스,음료,칠성사이다,,일반,365,398
Feb-15,코엑스,음료,우유(COLD),,일반,2,2
Feb-15,코엑스,음료,밀크티,,일반,272,301
Feb-15,코엑스,음료,꿀차,,일반,452,507
Feb-15,코엑스,음료,우유,,일반,1356,1460
Feb-15,코엑스,음료,중국차(보이차-주전자),,VIP,55,98
Feb-15,코엑스,음료,오미자차(VIP),,VIP,36,58
Feb-15,코엑스,음료,펩시콜라,,일반,4178,4614
Feb-15,코엑스,음료,WATER,,일반,709,939
Feb-15,코엑스,음료,핫초코(코코아),,일반,187,198
Feb-15,코엑스,음료,아이스티,,일반,734,836
Feb-15,코엑스,음료,대추차(VIP),,일반,59,64
Feb-15,코엑스,음료,토마토주스,,일반,298,311
Feb-15,코엑스,음료,유자차(VIP),,일반,128,162
Feb-15,코엑스,음료,보리차,,일반,604,663
Feb-15,코엑스,음료,포도주스,,일반,55,56
Feb-15,코엑스,음료,녹차(오차),,일반,1403,1525
Feb-15,코엑스,음료,진저엘,,일반,44,46
Feb-15,코엑스,음료,중국차(보이차-잔)(VIP),,VIP,1671,2110
Feb-15,코엑스,음료,우롱차,,일반,482,522
Feb-15,코엑스,음료,레몬 스쿼시,,일반,938,1023
Feb-15,코엑스,커피,카페오레(카페라떼),,일반,978,1097
Feb-15,코엑스,커피,아메리칸커피(설탕),,일반,95,166
Feb-15,코엑스,커피,커피(일반),,일반,5068,5548
Feb-15,코엑스,커피,카푸치노 커피,,일반,600,680
Feb-15,코엑스,커피,에스프레소 커피,,일반,80,92
Feb-15,코엑스,커피,설탕커피,,일반,431,469
Feb-15,코엑스,커피,아메리카노(블랙),,일반,4658,5069
Feb-15,코엑스,커피,크림커피,,일반,162,167
Feb-15,코엑스,기타,설탕(시럽),,일반,424,464
Feb-15,코엑스,기타,광동쌍화탕,,일반,338,448
Feb-15,코엑스,기타,스니커즈미니바(VIP),,일반,715,1309
Feb-15,코엑스,기타,얼음잔,,일반,492,524
Feb-15,코엑스,기타,주전자(POT),,VIP,180,191
Feb-15,코엑스,기타,(더블),,일반,56,58
Feb-15,코엑스,기타,(1인분),,VIP,687,687
Feb-15,코엑스,기타,슬라이스 치즈,,일반,355,457
Feb-15,코엑스,기타,빨대,,일반,22,22
Feb-15,코엑스,기타,목캔디,,일반,208,1203
Feb-15,코엑스,기타,물수건COOL(VIP),,일반,482,607
Feb-15,코엑스,기타,홍삼한뿌리(VIP),,일반,243,414
Feb-15,코엑스,기타,비타500,,일반,938,1117
Feb-15,코엑스,기타,에비앙워터(VIP),,일반,501,996
Feb-15,코엑스,기타,(진하게),,일반,69,75
Feb-15,코엑스,기타,(NO SUGAR),,일반,314,326
Feb-15,코엑스,기타,땅콩(믹스넛),,일반,2092,2396
Feb-15,코엑스,기타,사탕,,일반,111,1229
Feb-15,코엑스,기타,껌(알껌)(VIP),,일반,239,691
Feb-15,코엑스,기타,꿀,,일반,99,110
Feb-15,코엑스,기타,핫식스(에너지음료),,일반,246,275
Feb-15,코엑스,기타,초콜릿,,일반,490,1956
Feb-15,코엑스,기타,컨디션(VIP),,일반,32,74
Feb-15,코엑스,기타,(유리잔),,VIP,54,61
Feb-15,코엑스,기타,(머그잔),,일반,58,120
Feb-15,코엑스,기타,(연하게),,VIP,206,222
Feb-15,코엑스,기타,물수건HOT(VIP),물수건,일반,774,955
Feb-15,코엑스,기타,(NO ICE),,VIP,278,296
Feb-15,코엑스,기타,쿠키(VIP),,일반,60,149
Feb-15,코엑스,기타,페리에워터(VIP),,일반,595,820
Mar-15,코엑스,숲/샌드위치,후라이드에그(VIP),Fried Egg,VIP,453,855
Mar-15,코엑스,숲/샌드위치,일본식조정식,Japanese Breakfast,일반,1552,1630
Mar-15,코엑스,숲/샌드위치,세븐럭브런치,7 Luck Brunch,일반,863,948
Mar-15,코엑스,숲/샌드위치,샌드위치,Sandwich,일반,1039,1059
Mar-15,코엑스,숲/샌드위치,과일도시락,Fruit Lunch Box,일반,955,1006
Mar-15,코엑스,라이스류,주꾸미삼겹살볶음,Stir-fried Spicy Pork with Baby Octopus,일반,1050,1077
Mar-15,코엑스,라이스류,우거지갈비탕,Short-rib Stew,일반,2004,2070
Mar-15,코엑스,라이스류,멍게비빔밥정식,Set Menu with Sea Squirt Bibimbap,일반,753,804
Mar-15,코엑스,라이스류,매운탕정식,Set Menu with Spicy Fish Stew,일반,1084,1098
Mar-15,코엑스,라이스류,불고기정식,Bulgogi Rice,일반,1530,1546
Mar-15,코엑스,라이스류,함박&소고기볶음밥,Beef Fried Rice,일반,1494,1527
Mar-15,코엑스,라이스류,훈제오리버섯볶음,Stir-fried Smoked Duck and Mushrooms,일반,365,369
Mar-15,코엑스,라이스류,7LUCK도시락(OP팀 이벤트),Spring Lunch Box,VIP,941,962
Mar-15,코엑스,라이스류,돼지갈비정식,Grilled Spareribs Set,일반,327,333
Mar-15,코엑스,라이스류,성게비빔밥&봄도다리쑥국(3월특선),Set Menu with Bibimbap,일반,258,262
Mar-15,코엑스,라이스류,중화비빔밥,Chinese-Style Bibimbap,일반,406,435
Mar-15,코엑스,라이스류,공기밥,,VIP,277,836
Mar-15,코엑스,라이스류,도미조림정식(VIP),Braised Sea Bream ,VIP,984,1106
Mar-15,코엑스,라이스류,해물누룽지탕,Seafood Soup with Browned Rice,일반,216,223
Mar-15,코엑스,라이스류,등심스테이크(VIP),Beef Sirloin Steak,VIP,68,77
Mar-15,코엑스,라이스류,발아현미밥(VIP),,VIP,86,93
Mar-15,코엑스,라이스류,카레라이스,Curry Rice,일반,1996,2004
Mar-15,코엑스,라이스류,황태해장국,Dried Pollack Soup,일반,41,41
Mar-15,코엑스,라이스류,보리비빔밥정식(5월특선),Set Menu with Kimchi Stew,일반,1476,1504
Mar-15,코엑스,면류,얼큰해물수제비(3월특선),Spicy Seafood Sujebi,일반,244,251
Mar-15,코엑스,면류,가락국수,Udon,일반,957,971
Mar-15,코엑스,면류,된장칼국수,Soybean Paste Noodle Soup,일반,306,309
Mar-15,코엑스,면류,김치우동(쿠폰),Kimchi Udon,일반,279,279
Mar-15,코엑스,면류,물만두(쿠폰),Boiled Dumpling ,일반,265,266
Mar-15,코엑스,면류,라면,Ramen,일반,1729,1774
Mar-15,코엑스,면류,떡만두국(특선),Rice Cake Soup with dumplings,일반,179,184
Mar-15,코엑스,면류,해물쟁반짜장,Seafood and Noodles with Black Soybean Sauce,일반,917,941
Mar-15,코엑스,VIP안주,과일(샤인머스켓)(VIP),,VIP,758,1061
Mar-15,코엑스,VIP안주,과일(복숭아)(VIP),,VIP,345,391
Mar-15,코엑스,VIP안주,계절과일(VIP),,VIP,3503,4925
Mar-15,코엑스,VIP안주,과일(수박)(VIP),,VIP,223,282
Mar-15,코엑스,VIP안주,과일(메론)(VIP),,VIP,101,152
Mar-15,코엑스,VIP안주,모듬치즈(VIP),,VIP,197,202
Mar-15,코엑스,VIP안주,디저트홍시주스(VIP),Traditional Korean Sweets,VIP,88,313
Mar-15,코엑스,VIP안주,육포(VIP),,VIP,271,302
Mar-15,코엑스,VIP안주,조각케잌(VIP)레드벨벳,cake,VIP,160,307
Mar-15,코엑스,브랜디,헤네시 X.O(VIP),,VIP,86,143
Mar-15,코엑스,위스키,조니워커블루(더블)온더락,,VIP,46,63
Mar-15,코엑스,위스키,조니워커블루(싱글)온더락,,VIP,20,28
Mar-15,코엑스,위스키,발렌타인17(싱글)온더락,,VIP,10,14
Mar-15,코엑스,위스키,발렌타인30년(더블)샷,,VIP,43,70
Mar-15,코엑스,위스키,발렌타인30(더블)온더락,,VIP,76,104
Mar-15,코엑스,위스키,조니워커블루(싱글)샷,,VIP,3,21
Mar-15,코엑스,위스키,발렌타인17년(더블)샷,,VIP,2,3
Mar-15,코엑스,위스키,발렌타인17(더블)온더락,,VIP,7,12
Mar-15,코엑스,위스키,조니워커블루(더블)샷,,VIP,43,75
Mar-15,코엑스,위스키,발렌타인17년(싱글)샷,,VIP,1,3
Mar-15,코엑스,위스키,발렌타인30년(싱글)샷,,VIP,13,20
Mar-15,코엑스,위스키,발렌타인30(싱글)온더락,,VIP,43,52
Mar-15,코엑스,맥주,버드와이저,,VIP,11,45
Mar-15,코엑스,맥주,아사히,,일반,150,185
Mar-15,코엑스,생과일주스,생과일주스(키위),,일반,411,655
Mar-15,코엑스,생과일주스,생과일주스(토마토),,일반,317,543
Mar-15,코엑스,생과일주스,생과일한라봉에이드,Fresh Strawberry Juice,VIP,194,475
Mar-15,코엑스,생과일주스,생과일주스(오렌지),,일반,258,324
Mar-15,코엑스,아이스크림,딸기아이스크림,,일반,216,336
Mar-15,코엑스,아이스크림,초코아이스크림,,일반,85,102
Mar-15,코엑스,아이스크림,바닐라아이스크림,,일반,283,382
Mar-15,코엑스,아이스크림,녹차아이스크림,,일반,103,121
Mar-15,코엑스,주류(일반용),레드와인,,일반,1059,1196
Mar-15,코엑스,주류(일반용),위스키온더락(더블),,일반,535,594
Mar-15,코엑스,주류(일반용),위스키스트레이트(더블),,일반,374,504
Mar-15,코엑스,주류(일반용),보드카(온더락),,일반,18,20
Mar-15,코엑스,주류(일반용),브랜디(일반),,VIP,111,137
Mar-15,코엑스,주류(일반용),생맥주,,일반,4021,4574
Mar-15,코엑스,주류(일반용),보드카(스트레이트),,일반,83,88
Mar-15,코엑스,주류(일반용),잭다니엘 블랙,,일반,2,5
Mar-15,코엑스,주류(일반용),위스키온더락(싱글),,일반,138,160
Mar-15,코엑스,주류(일반용),위스키스트레이트(싱글),,일반,61,72
Mar-15,코엑스,주류(일반용),화이트와인,,일반,245,262
Mar-15,코엑스,주류(일반용),소주(스트레이트),,일반,13,45
Mar-15,코엑스,칵테일,럼 콕,,일반,41,51
Mar-15,코엑스,칵테일,위스키 소다,,일반,107,128
Mar-15,코엑스,칵테일,캄파리 오렌지,,일반,3,4
